candidate,gene_set_scope,source,native,name,p_value,significant,query_size,term_size,intersection_size,effective_domain_size,precision,recall,intersection_genes,intersection_evidence_codes
Vorinostat,all_selected,REAC,REAC:R-HSA-1640170,Cell Cycle,1.1345157823279157e-17,True,200,505,46,11154,0.23,0.091089108910891,81620 | 4171 | 2305 | 9133 | 23397 | 57405 | 5347 | 1019 | 51512 | 11130 | 220134 | 5427 | 5888 | 79019 | 10733 | 890 | 55355 | 4176 | 4085 | 55143 | 6241 | 2237 | 54821 | 11339 | 11065 | 1063 | 5901 | 6790 | 5577 | 4001 | 1028 | 7298 | 22974 | 891 | 10403 | 699 | 701 | 5424 | 51659 | 23649 | 9088 | 23345 | 10112 | 55839 | 675 | 4174,REAC
Vorinostat,all_selected,REAC,REAC:R-HSA-69278,"Cell Cycle, Mitotic",1.9990335056863258e-17,True,200,405,41,11154,0.205,0.1012345679012345,81620 | 4171 | 2305 | 9133 | 23397 | 57405 | 5347 | 1019 | 51512 | 11130 | 220134 | 5427 | 79019 | 10733 | 890 | 4176 | 4085 | 55143 | 6241 | 2237 | 54821 | 11065 | 1063 | 5901 | 6790 | 5577 | 4001 | 1028 | 7298 | 22974 | 891 | 10403 | 699 | 701 | 5424 | 51659 | 23649 | 9088 | 10112 | 55839 | 4174,REAC
Vorinostat,all_selected,GO:BP,GO:0000280,nuclear division,2.2525246723597497e-16,True,200,297,35,11154,0.175,0.1178451178451178,81620 | 9133 | 24137 | 7272 | 23397 | 57405 | 5347 | 146909 | 11130 | 56992 | 220134 | 9055 | 5888 | 4085 | 4288 | 55143 | 11065 | 1063 | 5901 | 6790 | 9319 | 1028 | 22974 | 891 | 10403 | 3833 | 259266 | 699 | 3835 | 701 | 9787 | 8438 | 9088 | 23212 | 675,IMP | IEA | IDA | IBA | TAS | NAS | ISS
Vorinostat,all_selected,GO:BP,GO:0098813,nuclear chromosome segregation,2.2525246723597497e-16,True,200,221,31,11154,0.155,0.1402714932126696,81620 | 9133 | 24137 | 7272 | 23397 | 57405 | 1894 | 5347 | 146909 | 11130 | 56992 | 220134 | 9055 | 4085 | 55143 | 11065 | 1063 | 5901 | 6790 | 9319 | 10460 | 22974 | 891 | 10403 | 3833 | 259266 | 699 | 3835 | 701 | 9787 | 23212,IMP | IEA | IBA | IDA | TAS | NAS | ISS
Vorinostat,all_selected,GO:BP,GO:0000070,mitotic sister chromatid segregation,2.2525246723597497e-16,True,200,142,26,11154,0.13,0.1830985915492957,81620 | 24137 | 7272 | 23397 | 57405 | 5347 | 146909 | 11130 | 56992 | 220134 | 9055 | 4085 | 55143 | 11065 | 1063 | 5901 | 9319 | 22974 | 891 | 10403 | 3833 | 699 | 3835 | 701 | 9787 | 23212,IMP | IDA | IBA | TAS | IEA | NAS | ISS
Vorinostat,all_selected,GO:BP,GO:0007049,cell cycle,2.97144082376873e-16,True,200,1168,67,11154,0.335,0.0573630136986301,81620 | 4171 | 2305 | 9133 | 24137 | 7272 | 23397 | 57405 | 1894 | 5347 | 1019 | 146909 | 11130 | 56992 | 220134 | 9055 | 5888 | 79019 | 80179 | 10733 | 890 | 55355 | 4085 | 11170 | 4288 | 55143 | 6241 | 2237 | 11339 | 388 | 11065 | 1063 | 5901 | 6790 | 9319 | 1028 | 6839 | 10460 | 22974 | 891 | 10403 | 3833 | 3082 | 26112 | 259266 | 699 | 3164 | 10370 | 3835 | 701 | 7023 | 11169 | 23481 | 9787 | 55771 | 8438 | 4616 | 9088 | 8914 | 3297 | 10112 | 55839 | 23212 | 4303 | 55226 | 675 | 26586,IDA | IMP | IBA | IEA | TAS | ISO | NAS | ISS | IGI
Vorinostat,all_selected,GO:BP,GO:0140014,mitotic nuclear division,2.97144082376873e-16,True,200,210,30,11154,0.15,0.1428571428571428,81620 | 24137 | 7272 | 23397 | 57405 | 5347 | 146909 | 11130 | 56992 | 220134 | 9055 | 4085 | 4288 | 55143 | 11065 | 1063 | 5901 | 6790 | 9319 | 1028 | 22974 | 891 | 10403 | 3833 | 699 | 3835 | 701 | 9787 | 9088 | 23212,IMP | IDA | IBA | TAS | IEA | NAS | ISS
Vorinostat,all_selected,GO:BP,GO:0048285,organelle fission,4.034236422090331e-16,True,200,328,36,11154,0.18,0.1097560975609756,81620 | 9133 | 24137 | 7272 | 23397 | 57405 | 5347 | 146909 | 11130 | 56992 | 220134 | 9055 | 5888 | 80179 | 4085 | 4288 | 55143 | 11065 | 1063 | 5901 | 6790 | 9319 | 1028 | 22974 | 891 | 10403 | 3833 | 259266 | 699 | 3835 | 701 | 9787 | 8438 | 9088 | 23212 | 675,IMP | IEA | IDA | IBA | TAS | NAS | ISS
Vorinostat,all_selected,GO:BP,GO:0022402,cell cycle process,5.361803522937256e-16,True,200,901,58,11154,0.29,0.0643729189789123,81620 | 4171 | 2305 | 9133 | 24137 | 7272 | 23397 | 57405 | 1894 | 5347 | 1019 | 146909 | 11130 | 56992 | 220134 | 9055 | 5888 | 79019 | 80179 | 10733 | 890 | 55355 | 4085 | 11170 | 4288 | 55143 | 6241 | 2237 | 11339 | 388 | 11065 | 1063 | 5901 | 6790 | 9319 | 1028 | 10460 | 22974 | 891 | 10403 | 3833 | 26112 | 259266 | 699 | 3835 | 701 | 7023 | 9787 | 8438 | 9088 | 8914 | 10112 | 55839 | 23212 | 4303 | 55226 | 675 | 26586,IDA | IMP | IBA | IEA | TAS | ISO | NAS | ISS | IGI
Vorinostat,all_selected,GO:BP,GO:1903047,mitotic cell cycle process,5.824168879617219e-16,True,200,568,46,11154,0.23,0.0809859154929577,81620 | 4171 | 2305 | 9133 | 24137 | 7272 | 23397 | 57405 | 1894 | 5347 | 1019 | 146909 | 11130 | 56992 | 220134 | 9055 | 5888 | 890 | 4085 | 11170 | 4288 | 55143 | 6241 | 388 | 11065 | 1063 | 5901 | 6790 | 9319 | 1028 | 10460 | 22974 | 891 | 10403 | 3833 | 699 | 3835 | 701 | 7023 | 9787 | 9088 | 10112 | 23212 | 4303 | 675 | 26586,IMP | IBA | IDA | IEA | TAS | NAS | ISS | IGI
Vorinostat,all_selected,GO:CC,GO:0005694,chromosome,7.932801289875389e-16,True,200,1361,72,11154,0.36,0.0529022777369581,81620 | 4171 | 6943 | 2305 | 24137 | 7272 | 23397 | 57405 | 5347 | 1019 | 2354 | 11130 | 220134 | 9055 | 5427 | 5888 | 79019 | 10733 | 55355 | 4176 | 4085 | 4288 | 55143 | 2237 | 54821 | 55215 | 11339 | 1063 | 79228 | 55247 | 5901 | 6790 | 9319 | 6839 | 79080 | 891 | 10403 | 8099 | 4306 | 699 | 705 | 8568 | 3164 | 10036 | 10370 | 3835 | 2353 | 701 | 7023 | 11169 | 23481 | 4675 | 5424 | 51659 | 4783 | 23649 | 23051 | 3182 | 64344 | 8914 | 4929 | 3297 | 10721 | 55839 | 23212 | 4303 | 8013 | 55226 | 57658 | 675 | 4174 | 1786,IDA | IEA | IPI | HDA | ISS | TAS | ISA | IBA | ISO | NAS
Vorinostat,all_selected,GO:BP,GO:0000819,sister chromatid segregation,1.4653844901610057e-15,True,200,175,27,11154,0.135,0.1542857142857142,81620 | 24137 | 7272 | 23397 | 57405 | 5347 | 146909 | 11130 | 56992 | 220134 | 9055 | 4085 | 55143 | 11065 | 1063 | 5901 | 9319 | 10460 | 22974 | 891 | 10403 | 3833 | 699 | 3835 | 701 | 9787 | 23212,IMP | IDA | IBA | TAS | IEA | NAS | ISS
Vorinostat,all_selected,GO:BP,GO:0000278,mitotic cell cycle,4.272419024047381e-15,True,200,682,49,11154,0.245,0.0718475073313783,81620 | 4171 | 2305 | 9133 | 24137 | 7272 | 23397 | 57405 | 1894 | 5347 | 1019 | 146909 | 11130 | 56992 | 220134 | 9055 | 5888 | 890 | 4085 | 11170 | 4288 | 55143 | 6241 | 388 | 11065 | 1063 | 5901 | 6790 | 9319 | 1028 | 10460 | 22974 | 891 | 10403 | 3833 | 3082 | 699 | 3835 | 701 | 7023 | 11169 | 9787 | 9088 | 3297 | 10112 | 23212 | 4303 | 675 | 26586,IMP | IBA | IDA | IEA | TAS | NAS | ISS | IGI
Vorinostat,all_selected,GO:CC,GO:0098687,chromosomal region,1.0055094362785461e-14,True,200,283,32,11154,0.16,0.1130742049469964,81620 | 4171 | 7272 | 57405 | 5347 | 11130 | 220134 | 5888 | 79019 | 55355 | 4176 | 4085 | 55143 | 2237 | 54821 | 11339 | 1063 | 79228 | 6790 | 6839 | 891 | 10403 | 699 | 3835 | 701 | 5424 | 3297 | 55839 | 55226 | 675 | 4174 | 1786,IDA | IEA | HDA | IBA | IPI | NAS | TAS
Vorinostat,all_selected,GO:BP,GO:0051301,cell division,5.79513533282478e-14,True,200,460,39,11154,0.195,0.0847826086956521,81620 | 9133 | 24137 | 23397 | 57405 | 1894 | 5347 | 1019 | 146909 | 11130 | 220134 | 9055 | 80179 | 890 | 4085 | 55143 | 54821 | 11339 | 83461 | 388 | 11065 | 1063 | 5901 | 6790 | 10460 | 22974 | 891 | 3068 | 10403 | 3833 | 259266 | 699 | 701 | 8914 | 10628 | 10112 | 675 | 26586 | 4174,IEA | IMP | IDA | IBA | TAS | NAS | IGI
Vorinostat,all_selected,GO:BP,GO:0051276,chromosome organization,2.920845691309691e-13,True,200,386,35,11154,0.175,0.0906735751295336,81620 | 24137 | 7272 | 23397 | 57405 | 5347 | 146909 | 11130 | 56992 | 220134 | 9055 | 5888 | 55355 | 4085 | 55143 | 2237 | 11339 | 11065 | 1063 | 5901 | 9319 | 10460 | 22974 | 891 | 10403 | 3833 | 699 | 3835 | 701 | 9787 | 8438 | 55839 | 23212 | 55226 | 675,IMP | IDA | IBA | TAS | IEA | NAS | ISS
Vorinostat,all_selected,GO:BP,GO:0010965,regulation of mitotic sister chromatid separation,3.620930887323087e-13,True,200,47,15,11154,0.075,0.3191489361702128,7272 | 57405 | 5347 | 11130 | 220134 | 4085 | 55143 | 11065 | 1063 | 9319 | 891 | 10403 | 699 | 701 | 9787,IDA | IBA | TAS | IEA | NAS | IMP
Vorinostat,all_selected,GO:CC,GO:0005634,nucleus,4.63041176454864e-13,True,200,5044,145,11154,0.725,0.0287470261697065,81620 | 4171 | 84823 | 54982 | 6943 | 2305 | 9133 | 24137 | 7272 | 23397 | 8427 | 57405 | 57761 | 1894 | 5347 | 1019 | 2354 | 51512 | 146909 | 55635 | 11130 | 5730 | 220134 | 9055 | 9824 | 5427 | 5888 | 79019 | 210 | 23673 | 10733 | 890 | 55734 | 55355 | 4176 | 4085 | 11170 | 4288 | 55143 | 6241 | 2237 | 5725 | 55215 | 11339 | 55422 | 388 | 11065 | 1063 | 79228 | 55247 | 80324 | 5901 | 6790 | 4001 | 9319 | 1028 | 6839 | 79728 | 7123 | 51067 | 79080 | 7298 | 22974 | 891 | 3068 | 10403 | 8099 | 3833 | 26273 | 9104 | 4234 | 842 | 11080 | 26112 | 4306 | 259266 | 699 | 705 | 8568 | 54606 | 1841 | 3164 | 10036 | 57109 | 8504 | 22827 | 4839 | 10370 | 5997 | 3835 | 2353 | 701 | 7078 | 7023 | 6472 | 11169 | 23481 | 4675 | 9787 | 55771 | 5424 | 8438 | 51659 | 4783 | 27000 | 23649 | 4616 | 57116 | 23051 | 54663 | 9088 | 23345 | 316 | 11338 | 6626 | 3182 | 64344 | 8914 | 4929 | 5203 | 3297 | 10112 | 55110 | 10721 | 4521 | 55839 | 23212 | 3654 | 4303 | 8013 | 8038 | 55226 | 57658 | 10915 | 1979 | 675 | 64400 | 26586 | 63876 | 9817 | 55616 | 55852 | 4174 | 1786 | 1827,IDA | IBA | TAS | NAS | IEA | IPI | ISS | ISO | HDA | IMP | IC
Vorinostat,all_selected,GO:BP,GO:0051306,mitotic sister chromatid separation,6.865335211176076e-13,True,200,49,15,11154,0.075,0.3061224489795918,7272 | 57405 | 5347 | 11130 | 220134 | 4085 | 55143 | 11065 | 1063 | 9319 | 891 | 10403 | 699 | 701 | 9787,IDA | IBA | TAS | IEA | NAS | IMP
Vorinostat,all_selected,GO:BP,GO:1905818,regulation of chromosome separation,1.1586404069117597e-12,True,200,61,16,11154,0.08,0.2622950819672131,7272 | 23397 | 57405 | 5347 | 11130 | 220134 | 4085 | 55143 | 11065 | 1063 | 9319 | 891 | 10403 | 699 | 701 | 9787,IDA | IBA | TAS | IEA | ISO | NAS | IMP | ISS
Vorinostat,all_selected,GO:CC,GO:0000793,condensed chromosome,1.2327187154988376e-12,True,200,197,25,11154,0.125,0.1269035532994923,81620 | 7272 | 23397 | 57405 | 5347 | 11130 | 220134 | 5888 | 79019 | 55355 | 4085 | 4288 | 54821 | 1063 | 6790 | 6839 | 891 | 10403 | 699 | 3835 | 701 | 3297 | 55839 | 23212 | 675,IDA | IEA | IBA | ISO | IPI | NAS | ISS | TAS
Vorinostat,all_selected,GO:BP,GO:0051304,chromosome separation,2.5060642399185238e-12,True,200,64,16,11154,0.08,0.25,7272 | 23397 | 57405 | 5347 | 11130 | 220134 | 4085 | 55143 | 11065 | 1063 | 9319 | 891 | 10403 | 699 | 701 | 9787,IDA | IBA | TAS | IEA | ISO | NAS | IMP | ISS
Vorinostat,all_selected,GO:BP,GO:0071173,spindle assembly checkpoint signaling,4.8590844226616126e-12,True,200,37,13,11154,0.065,0.3513513513513513,7272 | 57405 | 5347 | 11130 | 220134 | 4085 | 55143 | 1063 | 9319 | 891 | 10403 | 699 | 701,IDA | IBA | TAS | IEA | NAS | IMP | ISS
Vorinostat,all_selected,GO:BP,GO:0071174,mitotic spindle checkpoint signaling,4.8590844226616126e-12,True,200,37,13,11154,0.065,0.3513513513513513,7272 | 57405 | 5347 | 11130 | 220134 | 4085 | 55143 | 1063 | 9319 | 891 | 10403 | 699 | 701,IDA | IBA | TAS | IEA | NAS | IMP
Vorinostat,all_selected,GO:BP,GO:0007094,mitotic spindle assembly checkpoint signaling,4.8590844226616126e-12,True,200,37,13,11154,0.065,0.3513513513513513,7272 | 57405 | 5347 | 11130 | 220134 | 4085 | 55143 | 1063 | 9319 | 891 | 10403 | 699 | 701,IDA | IBA | TAS | IEA | NAS | IMP
Vorinostat,all_selected,GO:BP,GO:0051726,regulation of cell cycle,4.946936671450656e-12,True,200,796,48,11154,0.24,0.0603015075376884,81620 | 2305 | 7272 | 23397 | 57405 | 1894 | 5347 | 1019 | 11130 | 220134 | 9055 | 5888 | 80179 | 10733 | 4085 | 11170 | 4288 | 55143 | 6241 | 2237 | 388 | 11065 | 1063 | 6790 | 9319 | 1028 | 6839 | 10460 | 22974 | 891 | 10403 | 259266 | 699 | 3164 | 10370 | 701 | 7023 | 23481 | 9787 | 55771 | 4616 | 9088 | 8914 | 3297 | 10112 | 4303 | 55226 | 675,IDA | IBA | IEA | IMP | TAS | ISO | NAS | ISS
Vorinostat,all_selected,GO:BP,GO:0007088,regulation of mitotic nuclear division,6.273394573531013e-12,True,200,94,18,11154,0.09,0.1914893617021276,7272 | 57405 | 5347 | 11130 | 220134 | 4085 | 4288 | 55143 | 11065 | 1063 | 6790 | 9319 | 891 | 10403 | 699 | 701 | 9787 | 9088,IDA | IBA | TAS | IEA | NAS | IMP
Vorinostat,all_selected,GO:BP,GO:0031577,spindle checkpoint signaling,6.322341179914754e-12,True,200,38,13,11154,0.065,0.3421052631578947,7272 | 57405 | 5347 | 11130 | 220134 | 4085 | 55143 | 1063 | 9319 | 891 | 10403 | 699 | 701,IDA | IBA | TAS | IEA | NAS | IMP | ISS
Vorinostat,all_selected,GO:BP,GO:0033048,negative regulation of mitotic sister chromatid segregation,7.952634226909975e-12,True,200,39,13,11154,0.065,0.3333333333333333,7272 | 57405 | 5347 | 11130 | 220134 | 4085 | 55143 | 1063 | 9319 | 891 | 10403 | 699 | 701,IDA | IBA | TAS | IEA | NAS | IMP
Vorinostat,all_selected,GO:BP,GO:2000816,negative regulation of mitotic sister chromatid separation,7.952634226909975e-12,True,200,39,13,11154,0.065,0.3333333333333333,7272 | 57405 | 5347 | 11130 | 220134 | 4085 | 55143 | 1063 | 9319 | 891 | 10403 | 699 | 701,IDA | IBA | TAS | IEA | NAS | IMP
Vorinostat,all_selected,GO:BP,GO:0045841,negative regulation of mitotic metaphase/anaphase transition,7.952634226909975e-12,True,200,39,13,11154,0.065,0.3333333333333333,7272 | 57405 | 5347 | 11130 | 220134 | 4085 | 55143 | 1063 | 9319 | 891 | 10403 | 699 | 701,IDA | IBA | TAS | IEA | NAS | IMP
Vorinostat,all_selected,GO:BP,GO:0033046,negative regulation of sister chromatid segregation,7.952634226909975e-12,True,200,39,13,11154,0.065,0.3333333333333333,7272 | 57405 | 5347 | 11130 | 220134 | 4085 | 55143 | 1063 | 9319 | 891 | 10403 | 699 | 701,IDA | IBA | TAS | IEA | NAS | IMP
Vorinostat,all_selected,GO:CC,GO:0043228,membraneless organelle,8.258961011597812e-12,True,200,3862,120,11154,0.6,0.0310719834282755,81620 | 4171 | 84823 | 54982 | 6943 | 2305 | 9133 | 24137 | 9590 | 7272 | 23397 | 57405 | 1894 | 5347 | 1019 | 2354 | 51512 | 146909 | 11130 | 56992 | 220134 | 9055 | 5427 | 5888 | 79019 | 80179 | 10733 | 890 | 55355 | 4176 | 4085 | 11170 | 4288 | 55143 | 2237 | 5725 | 54821 | 55215 | 11339 | 1063 | 79228 | 55247 | 5901 | 6790 | 5577 | 4001 | 9319 | 6839 | 79728 | 7123 | 51067 | 79080 | 10460 | 65005 | 22974 | 891 | 10403 | 8099 | 3833 | 9867 | 4234 | 11080 | 26112 | 4306 | 3030 | 259266 | 699 | 705 | 8568 | 54606 | 3164 | 10036 | 57109 | 4839 | 10370 | 5997 | 3835 | 2353 | 701 | 7023 | 6472 | 11169 | 23481 | 4675 | 9787 | 5424 | 51659 | 4783 | 27000 | 23649 | 23051 | 54663 | 11034 | 9088 | 23345 | 10810 | 316 | 11338 | 3182 | 64344 | 8914 | 4929 | 3297 | 10112 | 10721 | 55839 | 23212 | 3654 | 4303 | 8013 | 55226 | 57658 | 10915 | 1979 | 675 | 26586 | 63876 | 9817 | 4174 | 1786,IDA | IEA | IPI | HDA | ISS | TAS | ISA | IBA | ISO | NAS | IMP
Vorinostat,all_selected,GO:CC,GO:0043232,intracellular membraneless organelle,8.258961011597812e-12,True,200,3862,120,11154,0.6,0.0310719834282755,81620 | 4171 | 84823 | 54982 | 6943 | 2305 | 9133 | 24137 | 9590 | 7272 | 23397 | 57405 | 1894 | 5347 | 1019 | 2354 | 51512 | 146909 | 11130 | 56992 | 220134 | 9055 | 5427 | 5888 | 79019 | 80179 | 10733 | 890 | 55355 | 4176 | 4085 | 11170 | 4288 | 55143 | 2237 | 5725 | 54821 | 55215 | 11339 | 1063 | 79228 | 55247 | 5901 | 6790 | 5577 | 4001 | 9319 | 6839 | 79728 | 7123 | 51067 | 79080 | 10460 | 65005 | 22974 | 891 | 10403 | 8099 | 3833 | 9867 | 4234 | 11080 | 26112 | 4306 | 3030 | 259266 | 699 | 705 | 8568 | 54606 | 3164 | 10036 | 57109 | 4839 | 10370 | 5997 | 3835 | 2353 | 701 | 7023 | 6472 | 11169 | 23481 | 4675 | 9787 | 5424 | 51659 | 4783 | 27000 | 23649 | 23051 | 54663 | 11034 | 9088 | 23345 | 10810 | 316 | 11338 | 3182 | 64344 | 8914 | 4929 | 3297 | 10112 | 10721 | 55839 | 23212 | 3654 | 4303 | 8013 | 55226 | 57658 | 10915 | 1979 | 675 | 26586 | 63876 | 9817 | 4174 | 1786,IDA | IEA | IPI | HDA | ISS | TAS | ISA | IBA | ISO | NAS | IMP
Vorinostat,all_selected,GO:CC,GO:0000775,"chromosome, centromeric region",8.258961011597812e-12,True,200,178,23,11154,0.115,0.1292134831460674,81620 | 7272 | 57405 | 5347 | 11130 | 220134 | 79019 | 55355 | 4085 | 55143 | 54821 | 11339 | 1063 | 6790 | 6839 | 891 | 10403 | 699 | 3835 | 701 | 3297 | 55839 | 1786,IDA | IEA | IBA | IPI | NAS | TAS
Vorinostat,all_selected,GO:CC,GO:0000940,outer kinetochore,8.258961011597812e-12,True,200,13,9,11154,0.045,0.6923076923076923,57405 | 5347 | 11130 | 220134 | 1063 | 891 | 10403 | 699 | 701,IDA | IPI | IBA | IEA | TAS
Vorinostat,all_selected,GO:BP,GO:0051985,negative regulation of chromosome segregation,1.5046348247237358e-11,True,200,41,13,11154,0.065,0.3170731707317073,7272 | 57405 | 5347 | 11130 | 220134 | 4085 | 55143 | 1063 | 9319 | 891 | 10403 | 699 | 701,IDA | IBA | TAS | IEA | NAS | IMP | ISS
Vorinostat,all_selected,GO:BP,GO:1905819,negative regulation of chromosome separation,1.5046348247237358e-11,True,200,41,13,11154,0.065,0.3170731707317073,7272 | 57405 | 5347 | 11130 | 220134 | 4085 | 55143 | 1063 | 9319 | 891 | 10403 | 699 | 701,IDA | IBA | TAS | IEA | NAS | IMP | ISS
Vorinostat,all_selected,GO:BP,GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,1.5046348247237358e-11,True,200,41,13,11154,0.065,0.3170731707317073,7272 | 57405 | 5347 | 11130 | 220134 | 4085 | 55143 | 1063 | 9319 | 891 | 10403 | 699 | 701,IDA | IBA | TAS | IEA | NAS | IMP | ISS
Vorinostat,all_selected,GO:BP,GO:0010564,regulation of cell cycle process,1.8445730127524805e-11,True,200,536,38,11154,0.19,0.0708955223880597,81620 | 7272 | 23397 | 57405 | 1894 | 5347 | 1019 | 11130 | 220134 | 9055 | 5888 | 80179 | 10733 | 4085 | 11170 | 4288 | 55143 | 6241 | 2237 | 11065 | 1063 | 6790 | 9319 | 1028 | 10460 | 22974 | 891 | 10403 | 699 | 701 | 7023 | 9787 | 9088 | 8914 | 10112 | 4303 | 55226 | 675,IDA | IBA | IEA | TAS | ISO | NAS | IMP | ISS
Vorinostat,all_selected,GO:CC,GO:0031981,nuclear lumen,2.3223970399242315e-11,True,200,3319,108,11154,0.54,0.0325399216631515,81620 | 4171 | 84823 | 54982 | 6943 | 2305 | 24137 | 23397 | 57761 | 1894 | 5347 | 1019 | 2354 | 51512 | 146909 | 11130 | 220134 | 9055 | 5427 | 5888 | 79019 | 23673 | 10733 | 890 | 55355 | 4176 | 4085 | 11170 | 4288 | 55143 | 6241 | 2237 | 5725 | 55215 | 11339 | 11065 | 1063 | 79228 | 55247 | 80324 | 5901 | 6790 | 4001 | 6839 | 79728 | 7123 | 51067 | 79080 | 22974 | 891 | 3068 | 10403 | 8099 | 26273 | 4234 | 11080 | 4306 | 699 | 705 | 8568 | 54606 | 3164 | 57109 | 8504 | 22827 | 4839 | 10370 | 5997 | 3835 | 2353 | 7023 | 11169 | 23481 | 5424 | 8438 | 51659 | 27000 | 23649 | 23051 | 54663 | 9088 | 23345 | 316 | 11338 | 6626 | 3182 | 64344 | 8914 | 4929 | 3297 | 10112 | 55110 | 10721 | 55839 | 23212 | 3654 | 4303 | 8013 | 8038 | 55226 | 10915 | 675 | 26586 | 63876 | 9817 | 55616 | 4174 | 1786,IDA | TAS | IPI | ISS | IEA | IBA | ISO | IMP | HDA
Vorinostat,all_selected,GO:CC,GO:0000776,kinetochore,2.3223970399242315e-11,True,200,122,19,11154,0.095,0.1557377049180328,81620 | 7272 | 57405 | 5347 | 11130 | 220134 | 79019 | 55355 | 4085 | 54821 | 1063 | 6790 | 891 | 10403 | 699 | 3835 | 701 | 3297 | 55839,IDA | IEA | IBA | IPI | NAS | TAS
Vorinostat,all_selected,GO:BP,GO:0007091,metaphase/anaphase transition of mitotic cell cycle,2.4448206617711797e-11,True,200,76,16,11154,0.08,0.2105263157894736,7272 | 57405 | 5347 | 11130 | 220134 | 4085 | 55143 | 11065 | 1063 | 9319 | 10460 | 891 | 10403 | 699 | 701 | 9787,IDA | IBA | TAS | IEA | NAS | IMP
Vorinostat,all_selected,GO:BP,GO:0044784,metaphase/anaphase transition of cell cycle,3.6484925212444046e-11,True,200,78,16,11154,0.08,0.2051282051282051,7272 | 57405 | 5347 | 11130 | 220134 | 4085 | 55143 | 11065 | 1063 | 9319 | 10460 | 891 | 10403 | 699 | 701 | 9787,IDA | IBA | TAS | IEA | NAS | IMP | ISS
Vorinostat,all_selected,GO:BP,GO:0033047,regulation of mitotic sister chromatid segregation,5.1657899333994556e-11,True,200,45,13,11154,0.065,0.2888888888888888,7272 | 57405 | 5347 | 11130 | 220134 | 4085 | 55143 | 1063 | 9319 | 891 | 10403 | 699 | 701,IDA | IBA | TAS | IEA | NAS | IMP
Vorinostat,all_selected,GO:BP,GO:0045839,negative regulation of mitotic nuclear division,6.886037397900515e-11,True,200,46,13,11154,0.065,0.2826086956521739,7272 | 57405 | 5347 | 11130 | 220134 | 4085 | 55143 | 1063 | 9319 | 891 | 10403 | 699 | 701,IDA | IBA | TAS | IEA | NAS | IMP
Vorinostat,all_selected,GO:CC,GO:0000779,"condensed chromosome, centromeric region",7.477144443341652e-11,True,200,131,19,11154,0.095,0.1450381679389313,81620 | 7272 | 57405 | 5347 | 11130 | 220134 | 79019 | 55355 | 4085 | 54821 | 1063 | 6790 | 891 | 10403 | 699 | 3835 | 701 | 3297 | 55839,IDA | IEA | IBA | IPI | NAS | TAS
Vorinostat,all_selected,GO:BP,GO:0051783,regulation of nuclear division,9.106927733006381e-11,True,200,112,18,11154,0.09,0.1607142857142857,7272 | 57405 | 5347 | 11130 | 220134 | 4085 | 4288 | 55143 | 11065 | 1063 | 6790 | 9319 | 891 | 10403 | 699 | 701 | 9787 | 9088,IDA | IBA | TAS | IEA | NAS | IMP | ISS
Vorinostat,all_selected,GO:BP,GO:0033045,regulation of sister chromatid segregation,1.0998500488823847e-10,True,200,84,16,11154,0.08,0.1904761904761904,7272 | 57405 | 5347 | 11130 | 220134 | 4085 | 55143 | 11065 | 1063 | 9319 | 10460 | 891 | 10403 | 699 | 701 | 9787,IDA | IBA | TAS | IEA | NAS | IMP | ISS
Vorinostat,all_selected,GO:BP,GO:0030071,regulation of mitotic metaphase/anaphase transition,1.38480993887522e-10,True,200,72,15,11154,0.075,0.2083333333333333,7272 | 57405 | 5347 | 11130 | 220134 | 4085 | 55143 | 11065 | 1063 | 9319 | 891 | 10403 | 699 | 701 | 9787,IDA | IBA | TAS | IEA | NAS | IMP
Vorinostat,all_selected,GO:BP,GO:0051784,negative regulation of nuclear division,1.5212208917109592e-10,True,200,49,13,11154,0.065,0.2653061224489796,7272 | 57405 | 5347 | 11130 | 220134 | 4085 | 55143 | 1063 | 9319 | 891 | 10403 | 699 | 701,IDA | IBA | TAS | IEA | NAS | IMP | ISS
Vorinostat,all_selected,GO:BP,GO:1902099,regulation of metaphase/anaphase transition of cell cycle,2.012532234204384e-10,True,200,74,15,11154,0.075,0.2027027027027027,7272 | 57405 | 5347 | 11130 | 220134 | 4085 | 55143 | 11065 | 1063 | 9319 | 891 | 10403 | 699 | 701 | 9787,IDA | IBA | TAS | IEA | NAS | IMP | ISS
Vorinostat,all_selected,GO:BP,GO:0051983,regulation of chromosome segregation,2.6227262229144617e-10,True,200,104,17,11154,0.085,0.1634615384615384,7272 | 23397 | 57405 | 5347 | 11130 | 220134 | 4085 | 55143 | 11065 | 1063 | 9319 | 10460 | 891 | 10403 | 699 | 701 | 9787,IDA | IBA | TAS | IEA | ISO | NAS | IMP | ISS
Vorinostat,all_selected,GO:BP,GO:0044770,cell cycle phase transition,2.8719554507040114e-10,True,200,399,31,11154,0.155,0.0776942355889724,81620 | 2305 | 9133 | 7272 | 57405 | 5347 | 1019 | 11130 | 220134 | 5888 | 890 | 4085 | 11170 | 55143 | 6241 | 11065 | 1063 | 6790 | 9319 | 1028 | 10460 | 891 | 10403 | 699 | 701 | 7023 | 9787 | 9088 | 8914 | 4303 | 675,IDA | IBA | IEA | TAS | NAS | IMP | ISS
