description,effective_domain_size,goshv,intersection_size,intersections,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size,source_order,group_id,candidate,gene_set_scope,intersection_genes,intersection_evidence_codes,representative_rank
"""Binding to a microtubule, a filament composed of tubulin monomers."" [GOC:krc]",11154,1486,14,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA""], [], [], [""IBA""], [""IEA""], [""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""IEA""], [""IEA""], [], [""IBA"", ""IEA""], [], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""TAS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""IEA""], [""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",microtubule binding,GO:0008017,0.0036742201329916417,"[""GO:0015631""]",0.07,query_1,200,0.07692307692307693,True,GO:MF,182,1486,1,Belinostat,all_selected,5347 | 51512 | 24137 | 146909 | 9055 | 1063 | 56992 | 220134 | 332 | 3832 | 10403 | 10112 | 9787 | 3833,IDA | IBA | IEA | TAS | IMP,1.0
"""A motor activity that generates movement along a microtubule, driven by ATP hydrolysis."" [PMID:19686686, PMID:32684327, PMID:32842864]",11154,347,6,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""TAS"", ""IEA""], [""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""ISS"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""NAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",microtubule motor activity,GO:0003777,0.04558236648768808,"[""GO:0003774"", ""GO:0120544"", ""GO:0140657""]",0.03,query_1,200,0.1276595744680851,True,GO:MF,47,347,2,Belinostat,all_selected,24137 | 146909 | 56992 | 3832 | 10112 | 3833,IBA | TAS | IEA | ISS | NAS,2.0
"""Binding to a DNA polymerase."" [GOC:BHF, GOC:mah]",11154,7889,4,"[[], [], [], [""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IPI""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IPI""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IPI"", ""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",DNA polymerase binding,GO:0070182,0.048009728800551904,"[""GO:0019899""]",0.02,query_1,200,0.2222222222222222,True,GO:MF,18,7889,3,Belinostat,all_selected,81620 | 8099 | 5888 | 55215,IBA | IPI,3.0
Cell cycle,11154,39011,15,"[[], [], [], [""KEGG""], [], [], [""KEGG""], [], [], [""KEGG""], [], [], [], [], [], [""KEGG""], [""KEGG""], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], []]",Cell cycle,KEGG:04110,2.375716681654185e-06,"[""KEGG:00000""]",0.075,query_1,200,0.11538461538461539,True,KEGG,130,273,19,Belinostat,all_selected,81620 | 4171 | 1019 | 9133 | 5347 | 890 | 4616 | 4085 | 4176 | 9319 | 10403 | 699 | 7272 | 9212 | 993,KEGG,1.0
DNA replication,11154,38957,7,"[[], [], [], [], [], [], [""KEGG""], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""KEGG""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",DNA replication,KEGG:03030,0.00021825367931587494,"[""KEGG:00000""]",0.035,query_1,200,0.20588235294117646,True,KEGG,34,219,20,Belinostat,all_selected,4171 | 5427 | 2237 | 4176 | 5984 | 3978 | 23649,KEGG,2.0
Cell Cycle,11154,39661,45,"[[""REAC""], [], [], [""REAC""], [], [], [""REAC""], [], [""REAC""], [""REAC""], [], [], [], [], [], [""REAC""], [""REAC""], [""REAC""], [""REAC""], [""REAC""], [], [], [], [], [], [""REAC""], [], [""REAC""], [], [], [""REAC""], [""REAC""], [""REAC""], [], [], [""REAC""], [], [], [], [""REAC""], [], [], [""REAC""], [""REAC""], [], [], [], [""REAC""], [], [], [], [""REAC""], [], [], [""REAC""], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [""REAC""], [], [""REAC""], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [""REAC""], [], [""REAC""], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [""REAC""], [""REAC""], [], [], [], [], [], [], [], [], [""REAC""], [""REAC""], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [""REAC""], [], [""REAC""], [], [], [""REAC""], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [""REAC""], [""REAC""], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], []]",Cell Cycle,REAC:R-HSA-1640170,3.60135601616797e-17,"[""REAC:0000000""]",0.225,query_1,200,0.0891089108910891,True,REAC,505,337,21,Belinostat,all_selected,11065 | 81620 | 4171 | 5427 | 1019 | 9133 | 5347 | 2305 | 890 | 51512 | 55355 | 23397 | 22974 | 11130 | 57405 | 1063 | 6241 | 220134 | 4085 | 2237 | 9837 | 4176 | 5901 | 7298 | 332 | 4001 | 79019 | 5577 | 10403 | 5888 | 5984 | 23345 | 3978 | 7153 | 10112 | 699 | 55143 | 3161 | 1058 | 9212 | 23649 | 4751 | 4605 | 11339 | 993,REAC,1.0
Cell Cycle Checkpoints,11154,39662,21,"[[""REAC""], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [""REAC""], [""REAC""], [], [""REAC""], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [""REAC""], [], [], [""REAC""], [], [], [], [], [], [], [""REAC""], [""REAC""], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [""REAC""], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], []]",Cell Cycle Checkpoints,REAC:R-HSA-69620,3.3167054276479706e-08,"[""REAC:R-HSA-1640170""]",0.105,query_1,200,0.10047846889952153,True,REAC,209,338,21,Belinostat,all_selected,11065 | 4171 | 9133 | 5347 | 890 | 51512 | 11130 | 57405 | 1063 | 220134 | 4085 | 4176 | 332 | 79019 | 10403 | 5984 | 699 | 55143 | 1058 | 9212 | 993,REAC,2.0
Polo-like kinase mediated events,11154,41164,6,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [""REAC""], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], []]",Polo-like kinase mediated events,REAC:R-HSA-156711,2.5480588262352318e-06,"[""REAC:R-HSA-69275""]",0.03,query_1,200,0.46153846153846156,True,REAC,13,1840,21,Belinostat,all_selected,9133 | 5347 | 2305 | 1063 | 4605 | 993,REAC,3.0
DNA strand elongation,11154,39793,7,"[[], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [""REAC""], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",DNA strand elongation,REAC:R-HSA-69190,4.25459586607868e-05,"[""REAC:R-HSA-69239""]",0.035,query_1,200,0.22580645161290322,True,REAC,31,469,21,Belinostat,all_selected,4171 | 2237 | 9837 | 4176 | 5984 | 3978 | 23649,REAC,4.0
Chromosome Maintenance,11154,39697,9,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Chromosome Maintenance,REAC:R-HSA-73886,0.00017835566064234055,"[""REAC:R-HSA-1640170""]",0.045,query_1,200,0.125,True,REAC,72,373,21,Belinostat,all_selected,890 | 55355 | 2237 | 79019 | 5984 | 3978 | 1058 | 23649 | 11339,REAC,5.0
"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."" [GOC:jl]",11154,13586,24,"[[], [], [""ISS"", ""IBA"", ""IEA""], [""IEA""], [], [], [], [], [""ISS""], [""IEA""], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [""IEA""], [], [], [""IBA""], [], [""IDA""], [], [""IEA""], [""ISS"", ""IEA""], [], [], [], [], [], [], [], [""IDA""], [""IEA""], [], [], [], [], [], [""IMP"", ""IBA"", ""IEA""], [""IBA""], [""IEA""], [], [], [], [], [""ISS"", ""IBA"", ""IEA""], [], [], [], [], [], [], [""ISS"", ""IEA""], [""IDA"", ""IEA""], [], [], [], [], [""IEA""], [], [""IEA""], [], [], [""IBA""], [], [], [], [], [], [""IEA""], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA""], [], [], [], [], [], [], []]",response to hormone,GO:0009725,0.0002712760044514081,"[""GO:0009719"", ""GO:0042221""]",0.22857142857142856,query_1,105,0.031578947368421054,True,GO:BP,760,3463,1,Belinostat,disease_down_drug_up,8013 | 5730 | 11170 | 210 | 7832 | 842 | 4306 | 7538 | 2354 | 6943 | 10370 | 1910 | 5166 | 1583 | 10628 | 4929 | 57658 | 55022 | 4916 | 5156 | 7078 | 7010 | 1979 | 4303,ISS | IBA | IEA | IDA | IMP,1.0
"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a steroid hormone stimulus."" [GOC:go_curators]",11154,22100,11,"[[], [], [""IEA""], [""IEA""], [], [], [], [], [""ISS""], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [""IBA""], [], [""IDA""], [], [""IEA""], [""ISS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [""ISS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",response to steroid hormone,GO:0048545,0.013416304864845168,"[""GO:0009725"", ""GO:0033993""]",0.10476190476190476,query_1,105,0.04247104247104247,True,GO:BP,259,11977,1,Belinostat,disease_down_drug_up,8013 | 5730 | 11170 | 210 | 842 | 4306 | 7538 | 2354 | 6943 | 10628 | 57658,IEA | ISS | IBA | IDA,2.0
"""Any process that increases the frequency, rate or extent of the directed movement of sodium ions (Na+) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:dph, GOC:tb]",11154,14308,4,"[[], [""IDA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IMP""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA""], [], [], [], [], [], [], [""IEA""], []]",positive regulation of sodium ion transport,GO:0010765,0.04009483596923387,"[""GO:0002028"", ""GO:0006814"", ""GO:0043270""]",0.0380952380952381,query_1,105,0.14814814814814814,True,GO:BP,27,4185,2,Belinostat,disease_down_drug_up,482 | 55800 | 6327 | 1272,IDA | IMP | IEA,3.0
"""The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. In eukaryotes, chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:jl, GOC:mah, GOC:mtg_cell_cycle, GOC:vw]",11154,12648,36,"[[""IDA"", ""IBA""], [""IMP""], [], [], [], [], [], [""IEA""], [""IDA"", ""IMP"", ""TAS"", ""IEA""], [], [], [], [""IMP"", ""IBA""], [""IBA""], [], [""IMP""], [], [""IDA"", ""IMP"", ""ISO"", ""IBA"", ""IEA""], [], [""IDA"", ""IEA""], [""IDA"", ""ISS"", ""IBA""], [""IDA"", ""IMP"", ""IBA"", ""NAS"", ""IEA""], [], [""IBA"", ""TAS""], [""IDA"", ""IMP"", ""IBA"", ""NAS""], [""IDA""], [""ISS""], [""IMP""], [], [""IDA"", ""IMP"", ""ISS"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""NAS"", ""IEA""], [], [""IMP""], [], [], [], [], [], [], [], [""IMP""], [], [], [], [""IBA"", ""NAS"", ""IEA""], [], [], [""NAS""], [""IMP"", ""ISS"", ""IEA""], [], [], [""IDA"", ""IMP"", ""IBA"", ""IEA""], [""IDA"", ""IMP"", ""IBA"", ""TAS"", ""NAS"", ""IEA""], [], [], [], [], [], [], [], [""IMP"", ""IBA"", ""IEA""], [], [""IBA"", ""NAS""], [""IEA""], [""IMP"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [""IMP"", ""IBA"", ""NAS""], [], [], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [""IDA"", ""IMP"", ""TAS"", ""NAS""], [], [""IMP"", ""IBA"", ""NAS""], [], [], [], [], [], [], [""IDA"", ""IMP"", ""IBA"", ""TAS"", ""IEA""], [""IEA""], [], [""IBA""], [], [], [], [], [], [], [], []]",chromosome segregation,GO:0007059,1.6092571834078136e-29,"[""GO:0022402""]",0.37894736842105264,query_1,95,0.12244897959183673,True,GO:BP,294,2525,30,Belinostat,disease_up_drug_down,11065 | 81620 | 9133 | 5347 | 24137 | 146909 | 55355 | 23397 | 22974 | 11130 | 57405 | 9055 | 1063 | 4288 | 56992 | 1894 | 220134 | 4085 | 10460 | 5901 | 332 | 79019 | 9319 | 3832 | 10403 | 7153 | 9787 | 259266 | 699 | 55143 | 7272 | 9212 | 3833 | 4751 | 4605 | 11339,IDA | IBA | IMP | IEA | TAS | ISO | ISS | NAS,1.0
"""Any process that modulates the frequency, rate or extent of mitotic sister chromatid separation. Mitotic sister chromatid separation is the process in which sister chromatids are physically detached from each other during mitosis."" [GOC:dph, GOC:tb]",11154,14450,15,"[[""IDA""], [], [], [], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IBA""], [""NAS""], [], [], [""NAS""], [], [], [], [], [""IMP""], [""IDA"", ""IBA"", ""NAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""NAS""], [], [], [], [""IMP""], [], [], [], [""IMP"", ""NAS""], [], [], [], [], [], [], [], [], [], [""NAS""], [], [""IMP"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [""NAS""], [], [], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [""NAS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",regulation of mitotic sister chromatid separation,GO:0010965,2.3568265174443757e-18,"[""GO:0051306"", ""GO:1905818""]",0.15789473684210525,query_1,95,0.3191489361702128,True,GO:BP,47,4327,30,Belinostat,disease_up_drug_down,11065 | 5347 | 11130 | 57405 | 1063 | 220134 | 4085 | 332 | 9319 | 10403 | 9787 | 699 | 55143 | 7272 | 9212,IDA | IMP | IBA | NAS | IEA | TAS,2.0
"""The aggregation, arrangement and bonding together of a set of components to form the spindle, the array of microtubules and associated molecules that serves to move duplicated chromosomes apart."" [GOC:ai, GOC:expert_rg, GOC:mtg_sensu, GOC:tb]",11154,22804,16,"[[], [], [], [], [], [], [], [""IEA""], [""IDA""], [], [], [], [""IMP""], [], [], [], [], [], [], [""IDA"", ""IEA""], [], [], [], [""IBA""], [], [], [""ISS""], [], [], [""ISS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""NAS""], [], [], [], [], [], [], [""IDA"", ""IMP"", ""IBA"", ""IEA""], [""IEA""], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [""NAS""], [], [], [], [], [], [""IMP"", ""TAS"", ""NAS""], [], [""IMP"", ""IBA""], [], [], [], [], [], [], [""TAS"", ""IEA""], [""IEA""], [], [], [], [], [], [], [], [], [], []]",spindle assembly,GO:0051225,5.6324598613533525e-15,"[""GO:0007051"", ""GO:0007059"", ""GO:0140694""]",0.16842105263157894,query_1,95,0.16161616161616163,True,GO:BP,99,12681,30,Belinostat,disease_up_drug_down,9133 | 5347 | 24137 | 22974 | 9055 | 56992 | 220134 | 332 | 3832 | 10403 | 259266 | 55143 | 9212 | 3833 | 4751 | 4605,IEA | IDA | IMP | IBA | ISS | NAS | TAS,3.0
"""A chromosome localization process whereby chromosomes are positioned in a specific order and orientation at the metaphase plate (spindle equator), during chromosome segregation. This alignment ensures that each daughter cell will receive the correct number of chromosomes during cell division."" [GOC:vw]",11154,22862,13,"[[], [""IMP""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""ISS""], [""IDA""], [], [], [""IDA"", ""IBA""], [], [], [""IMP""], [], [""IDA"", ""IMP""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""NAS""], [], [], [], [], [], [], [], [""IDA"", ""IMP"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IMP"", ""NAS""], [], [], [], [""IDA""], [], [""IDA"", ""NAS""], [], [""IMP""], [], [], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [], [], [], []]",metaphase chromosome alignment,GO:0051310,1.3227910667110463e-12,"[""GO:0050000"", ""GO:0098813""]",0.1368421052631579,query_1,95,0.17567567567567569,True,GO:BP,74,12739,30,Belinostat,disease_up_drug_down,81620 | 11130 | 57405 | 1063 | 1894 | 220134 | 332 | 10403 | 55143 | 7272 | 9212 | 3833 | 4751,IMP | ISS | IDA | IBA | NAS | IEA,4.0
"""A cell cycle process by which the cell nucleus divides as part of a meiotic cell cycle in the female germline."" [GOC:dph, GOC:ems, GOC:mah, GOC:vw]",11154,12703,8,"[[], [], [], [], [], [], [], [""IEA""], [""IEA""], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [""ISS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [""IEA""], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",female meiotic nuclear division,GO:0007143,2.9061917825538954e-10,"[""GO:0007292"", ""GO:0140013""]",0.08421052631578947,query_1,95,0.34782608695652173,True,GO:BP,23,2580,30,Belinostat,disease_up_drug_down,9133 | 5347 | 23397 | 220134 | 9319 | 10403 | 7153 | 7272,IEA | ISS,5.0
"""Any subdivision of a chromosome along its length."" [GOC:dos]",11154,37842,25,"[[], [""IDA"", ""IEA""], [""HDA""], [], [], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [""IDA"", ""IBA"", ""NAS"", ""IEA""], [""IDA"", ""IPI"", ""IBA"", ""NAS"", ""IEA""], [], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [""IDA"", ""IPI"", ""IBA"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [], [], [""IDA"", ""HDA""], [], [], [], [""HDA""], [], [], [], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [""IEA""], [""IPI"", ""IEA""], [], [], [], [], [""IDA"", ""IPI"", ""IBA"", ""TAS"", ""NAS"", ""IEA""], [""IDA"", ""IEA""], [], [], [], [], [], [], [""IEA""], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [""IDA""], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [""IBA"", ""IEA""], [""IDA"", ""IPI"", ""TAS"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [""IDA"", ""IEA""], [], [], [""IBA"", ""IEA""], [], [], [], [], [], [], [], []]",chromosomal region,GO:0098687,1.50507493787463e-16,"[""GO:0005694"", ""GO:0110165""]",0.2631578947368421,query_1,95,0.08833922261484099,True,GO:CC,283,3173,21,Belinostat,disease_up_drug_down,81620 | 4171 | 5347 | 55355 | 11130 | 57405 | 1063 | 220134 | 4085 | 2237 | 4176 | 332 | 6839 | 79019 | 10403 | 5888 | 7153 | 699 | 79228 | 55143 | 7272 | 1058 | 9212 | 4751 | 11339,IDA | IEA | HDA | IBA | NAS | IPI | TAS,1.0
"""The array of microtubules and associated molecules that forms between opposite poles of a eukaryotic cell during mitosis or meiosis and serves to move the duplicated chromosomes apart."" [ISBN:0198547684]",11154,35027,23,"[[], [], [], [], [], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [""TAS"", ""IEA""], [""IDA"", ""IBA""], [], [], [], [], [], [""IDA"", ""ISS"", ""TAS"", ""IEA""], [], [], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [], [""ISS"", ""IEA""], [""IDA"", ""IEA""], [], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IEA""], [], [""IDA"", ""IEA""], [], [], [""IDA"", ""IEA""], [], [], [], [], [], [], [], [], [""IBA"", ""IEA""], [], [], [], [], [], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [""IDA"", ""IEA""], [""IDA"", ""IBA"", ""IEA""], [""IDA"", ""IEA""], [], [], [], [], [""IBA"", ""IEA""], [], [""IDA"", ""IEA""], [], [""TAS""], [], [""IBA"", ""TAS"", ""IEA""], [], [""IBA"", ""IEA""], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], []]",spindle,GO:0005819,2.6787491173391636e-14,"[""GO:0015630"", ""GO:0043232""]",0.24210526315789474,query_1,95,0.07540983606557378,True,GO:CC,305,358,21,Belinostat,disease_up_drug_down,5347 | 24137 | 146909 | 22974 | 9055 | 1063 | 56992 | 1894 | 220134 | 4085 | 10460 | 26586 | 332 | 3832 | 10112 | 9787 | 259266 | 55143 | 3161 | 7272 | 9212 | 3833 | 4751,IDA | IBA | IEA | TAS | ISS,2.0
