description,effective_domain_size,goshv,intersection_size,intersections,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size,source_order,group_id,candidate,gene_set_scope,intersection_genes,intersection_evidence_codes,representative_rank
Cardiac conduction,11154,39647,10,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], []]",Cardiac conduction,REAC:R-HSA-5576891,0.0011319078619515322,"[""REAC:R-HSA-397014""]",0.05025125628140704,query_1,199,0.09345794392523364,True,REAC,107,323,29,Mocetinostat,all_selected,3777 | 11280 | 6328 | 482 | 6332 | 5348 | 5350 | 1066 | 4842 | 10060,REAC,4.0
Polo-like kinase mediated events,11154,41164,4,"[[], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Polo-like kinase mediated events,REAC:R-HSA-156711,0.003035968308667435,"[""REAC:R-HSA-69275""]",0.020100502512562814,query_1,199,0.3076923076923077,True,REAC,13,1840,32,Mocetinostat,all_selected,5347 | 9133 | 2305 | 993,REAC,5.0
"""The flow of blood through the body of an animal, enabling the transport of nutrients to the tissues and the removal of waste products."" [GOC:mtg_heart, ISBN:0192800825]",11154,13079,20,"[[], [], [], [""TAS""], [], [], [""IEA""], [""ISS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [""IBA""], [], [""IBA""], [""IMP""], [], [], [], [], [], [], [""ISS"", ""IEA""], [], [], [], [], [], [], [], [], [], [""TAS""], [], [""IEA""], [""IBA""], [], [], [], [], [], [], [], [], [], [""TAS""], [], [], [""IDA"", ""IMP"", ""IBA"", ""NAS"", ""IC"", ""IEA""], [], [], [], [], [], [], [], [""IEA""], [], [], [], [""TAS""], [""IEA""], [], [], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IMP"", ""ISS"", ""IBA"", ""TAS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [""IMP"", ""IEA""], [], [""IBA"", ""IEA""]]",blood circulation,GO:0008015,0.00021216595130045803,"[""GO:0003013""]",0.16393442622950818,query_1,122,0.0447427293064877,True,GO:BP,447,2956,5,Mocetinostat,disease_down_drug_up,7010 | 3043 | 3777 | 11280 | 6328 | 5138 | 148 | 482 | 9590 | 6332 | 5348 | 5350 | 5592 | 2549 | 2034 | 4634 | 4842 | 1812 | 10060 | 6444,TAS | IEA | ISS | IBA | IMP | IDA | NAS | IC,1.0
"""Any process that modulates the establishment or extent of a membrane potential, the electric potential existing across any membrane arising from charges in the membrane itself and from the charges present in the media on either side of the membrane."" [GOC:jl, GOC:mtg_cardio, GOC:tb, ISBN:0198506732]",11154,19613,17,"[[], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IMP"", ""IBA"", ""IEA""], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [""ISS""], [], [], [], [], [], [], [], [], [], [""IDA""], [], [], [""IBA""], [], [], [], [], [], [], [], [], [], [""ISS"", ""IEA""], [], [], [""IC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA""], [], [], [""IGI""], [], [], [], [], [], [], [], [], [], [], [], [], [""ISS""], [], [], [""ISS"", ""IEA""], [], [], [""TAS""], [], [], [], [], [""IEA""], [], [], [], [], [], [""IDA"", ""ISS"", ""IBA"", ""IEA""], [], [], [""IEA""], [""IEA""], [], []]",regulation of membrane potential,GO:0042391,0.00025694575795195626,"[""GO:0065008""]",0.13934426229508196,query_1,122,0.048295454545454544,True,GO:BP,352,9490,5,Mocetinostat,disease_down_drug_up,3777 | 11280 | 6328 | 148 | 482 | 6332 | 5348 | 5350 | 9630 | 1634 | 54413 | 9378 | 4842 | 54532 | 3745 | 1812 | 10060,IEA | IDA | IMP | IBA | ISS | IC | IGI | TAS,2.0
"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]",11154,10464,20,"[[""ISS"", ""IEA""], [], [], [""IDA"", ""IMP"", ""ISS"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [""ISS""], [], [], [""ISS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEP""], [""IBA"", ""IEA""], [], [], [], [""IMP""], [], [""ISS"", ""IEA""], [], [], [], [], [], [], [""IMP""], [""IEA""], [], [], [""IMP"", ""ISS"", ""TAS"", ""IEA""], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [""ISS"", ""IEA""], [], [""IDA""], [], [], [], [], [""IMP"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [""ISS"", ""IEA""], [], [], [], [], [], [], [], [], [""IDA""], [], [], [], [], [], [], [], [], [""IEA""], [], [""IEA""]]",blood vessel development,GO:0001568,0.002863602977518473,"[""GO:0001944"", ""GO:0048856""]",0.16393442622950818,query_1,122,0.033003300330033,True,GO:BP,606,341,5,Mocetinostat,disease_down_drug_up,6943 | 7010 | 11280 | 5138 | 5156 | 51705 | 5787 | 5740 | 2719 | 2549 | 2034 | 7048 | 8854 | 5906 | 1634 | 358 | 9378 | 126393 | 10060 | 6444,ISS | IEA | IDA | IMP | IBA | IEP | TAS,3.0
"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]",11154,13580,30,"[[""ISS"", ""IEA""], [], [""IEA""], [""IEA""], [""ISS"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [""IMP"", ""IBA"", ""IEA""], [], [""TAS"", ""IEA""], [""IEA""], [], [], [""IEP""], [], [], [""IDA"", ""IEA""], [], [], [], [""ISS""], [""IBA"", ""IEA""], [], [], [""TAS"", ""IEA""], [], [], [""IDA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [""IMP"", ""TAS""], [], [], [], [""IDA"", ""IMP"", ""ISS"", ""IBA"", ""IC"", ""IEA""], [""IEA""], [], [], [], [""IDA""], [], [], [], [], [""ISS"", ""IBA"", ""IEA""], [], [], [""ISS""], [], [""IDA""], [], [], [""IDA""], [], [""IDA""], [], [], [], [], [], [], [""IMP""], [], [], [], [""IDA""], [], [""IEA""], [""ISS"", ""IBA""], [], [], [], [""IDA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], []]",response to endogenous stimulus,GO:0009719,0.002863602977518473,"[""GO:0050896""]",0.2459016393442623,query_1,122,0.02512562814070352,True,GO:BP,1194,3457,6,Mocetinostat,disease_down_drug_up,6943 | 2354 | 7010 | 8013 | 5166 | 8425 | 11280 | 5138 | 5156 | 148 | 91851 | 10628 | 2353 | 8516 | 2719 | 2549 | 7048 | 8854 | 3082 | 4929 | 5906 | 1634 | 55885 | 358 | 1066 | 9378 | 590 | 4842 | 8835 | 10060,ISS | IEA | IBA | IMP | TAS | IEP | IDA | IC,4.0
"""Muscle contraction of cardiac muscle tissue."" [GOC:dph]",11154,23457,9,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA""], [], [""IBA""], [], [], [], [], [], [], [], [""ISS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IC"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""TAS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [""IEA""]]",cardiac muscle contraction,GO:0060048,0.002863602977518473,"[""GO:0006941"", ""GO:0060047""]",0.07377049180327869,query_1,122,0.0703125,True,GO:BP,128,13334,5,Mocetinostat,disease_down_drug_up,11280 | 6328 | 148 | 6332 | 5350 | 4634 | 4842 | 10060 | 6444,IBA | ISS | IEA | IDA | IC | IMP | TAS,5.0
"""A cellular component consisting of one leaflet of a membrane bilayer and any proteins embedded or anchored in it or attached to its surface."" [GOC:dos]",11154,37787,19,"[[], [], [], [], [], [], [], [], [], [], [], [], [""ISS""], [], [], [], [], [], [], [], [], [], [], [""IEA""], [""IEA""], [], [""IBA""], [], [], [], [], [], [], [""IBA""], [], [], [], [], [""ISS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [""IBA""], [], [], [""IC""], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [""IBA""], [], [""IDA"", ""IEA""], [], [], [], [], [], [], [], [""IEA""], [], [], [], [""IBA"", ""TAS""], [], [""IDA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA""], [], [], [], [], [], [], [], [""IBA"", ""IEA""], [], [], [], [], [], [""TAS""], [""IDA"", ""IEA""], [], [], [""IBA"", ""IEA""], [], [], [], []]",side of membrane,GO:0098552,0.0008887438522565986,"[""GO:0016020"", ""GO:0110165""]",0.1557377049180328,query_1,122,0.03467153284671533,True,GO:CC,548,3118,1,Mocetinostat,disease_down_drug_up,5243 | 7512 | 5156 | 79981 | 3977 | 482 | 8516 | 51705 | 2719 | 911 | 7048 | 3554 | 9630 | 5104 | 10462 | 2675 | 5064 | 4684 | 2788,ISS | IEA | IBA | IC | IDA | TAS,1.0
"""Any protein complex that is part of the plasma membrane."" [GOC:dos]",11154,37856,17,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""IEA""], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [""IPI""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""ISS"", ""IBA"", ""IEA""], [], [], [""IBA"", ""IEA""], [], [], [], [], [], [], [], [""IBA"", ""TAS"", ""IEA""], [], [""ISS""], [], [], [], [], [""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IPI"", ""ISS"", ""IBA""], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""TAS""], [], [], [], [], [], [], [], [], [], [""ISS""], [""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""ISS"", ""IBA"", ""IEA""], [], [""IBA"", ""IEA""], [""IMP""], [""IDA"", ""ISS"", ""ISO""], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""]]",plasma membrane protein complex,GO:0098797,0.0018030438654055396,"[""GO:0005886"", ""GO:0098796""]",0.13934426229508196,query_1,122,0.03512396694214876,True,GO:CC,484,3187,1,Mocetinostat,disease_down_drug_up,11280 | 6328 | 5156 | 482 | 6332 | 8516 | 5348 | 11037 | 7048 | 9630 | 1740 | 57406 | 3745 | 2788 | 1812 | 10060 | 6444,IBA | IEA | IDA | IPI | ISS | TAS | IMP | ISO,2.0
"""The outer membrane of a muscle cell, consisting of the plasma membrane, a covering basement membrane (about 100 nm thick and sometimes common to more than one fiber), and the associated loose network of collagen fibers."" [ISBN:0198506732]",11154,36414,7,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""ISS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [""IEA""], [], [""IBA"", ""IEA""]]",sarcolemma,GO:0042383,0.012994615588511088,"[""GO:0005886""]",0.05737704918032787,query_1,122,0.06140350877192982,True,GO:CC,114,1745,1,Mocetinostat,disease_down_drug_up,5348 | 5592 | 358 | 4842 | 3745 | 10060 | 6444,ISS | IEA | IDA | IBA,3.0
"""A sodium channel in a cell membrane whose opening is governed by the membrane potential."" [ISBN:0198506732]",11154,34807,3,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""IEA""], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",voltage-gated sodium channel complex,GO:0001518,0.015546334242134686,"[""GO:0034706"", ""GO:0098797""]",0.02459016393442623,query_1,122,0.23076923076923078,True,GO:CC,13,138,1,Mocetinostat,disease_down_drug_up,11280 | 6328 | 6332,IBA | IEA | IDA,4.0
"""A membrane raft that forms small pit, depression, or invagination that communicates with the outside of a cell and extends inward, indenting the cytoplasm and the cell membrane. Examples include flask-shaped invaginations of the plasma membrane in adipocytes associated with caveolin proteins, and minute pits or incuppings of the cell membrane formed during pinocytosis. Caveolae may be pinched off to form free vesicles within the cytoplasm."" [GOC:mah, ISBN:0721662544, PMID:16645198]",11154,35091,5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""ISS"", ""IEA""], [], [], [], [], [], [""IDA""], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",caveola,GO:0005901,0.02759020637412121,"[""GO:0044853""]",0.040983606557377046,query_1,122,0.07462686567164178,True,GO:CC,67,422,3,Mocetinostat,disease_down_drug_up,148 | 5348 | 5740 | 7048 | 358,IEA | ISS | IDA,5.0
Muscle contraction,11154,40884,12,"[[], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [""REAC""], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], []]",Muscle contraction,REAC:R-HSA-397014,0.0001173634728442123,"[""REAC:0000000""]",0.09836065573770492,query_1,122,0.06857142857142857,True,REAC,175,1560,21,Mocetinostat,disease_down_drug_up,3777 | 11280 | 6328 | 482 | 6332 | 5348 | 5350 | 4634 | 1066 | 25802 | 4842 | 10060,REAC,1.0
Ion homeostasis,11154,40648,5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], []]",Ion homeostasis,REAC:R-HSA-5578775,0.02029555708793043,"[""REAC:R-HSA-5576891""]",0.040983606557377046,query_1,122,0.10638297872340426,True,REAC,47,1324,21,Mocetinostat,disease_down_drug_up,482 | 5348 | 5350 | 4842 | 10060,REAC,2.0
Interaction between L1 and Ankyrins,11154,40594,4,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Interaction between L1 and Ankyrins,REAC:R-HSA-445095,0.027757348619987812,"[""REAC:R-HSA-373760""]",0.03278688524590164,query_1,122,0.13793103448275862,True,REAC,29,1270,23,Mocetinostat,disease_down_drug_up,11280 | 6328 | 6332 | 23114,REAC,3.0
Hemostasis,11154,40492,15,"[[], [], [], [""REAC""], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [""REAC""], [], [""REAC""], [""REAC""], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [""REAC""], [""REAC""], [""REAC""], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], []]",Hemostasis,REAC:R-HSA-109582,0.04132917401263335,"[""REAC:0000000""]",0.12295081967213115,query_1,122,0.028517110266159697,True,REAC,526,1168,25,Mocetinostat,disease_down_drug_up,7010 | 3043 | 5138 | 5577 | 10235 | 7123 | 7102 | 482 | 3082 | 9630 | 5906 | 5104 | 57406 | 4842 | 2788,REAC,4.0
Diseases associated with glycosaminoglycan metabolism,11154,40112,4,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Diseases associated with glycosaminoglycan metabolism,REAC:R-HSA-3560782,0.04132917401263335,"[""REAC:R-HSA-3781865""]",0.03278688524590164,query_1,122,0.11428571428571428,True,REAC,35,788,27,Mocetinostat,disease_down_drug_up,5549 | 4969 | 2719 | 1634,REAC,5.0
"""A process that is part of the mitotic cell cycle."" [GO_REF:0000060, GOC:mtg_cell_cycle, GOC:TermGenie]",11154,31273,41,"[[""IBA"", ""NAS""], [], [""IEA""], [""IDA"", ""IMP"", ""IBA"", ""TAS""], [""IDA"", ""IBA"", ""NAS"", ""IEA""], [""IMP"", ""IBA"", ""TAS"", ""IEA""], [], [], [""IDA"", ""ISS"", ""IEA""], [], [], [""IGI""], [""IMP""], [""IDA"", ""IMP"", ""IBA""], [""IDA"", ""IMP"", ""IBA"", ""IC""], [], [""IBA"", ""TAS"", ""IEA""], [""IMP""], [""IBA"", ""IEA""], [], [""IDA"", ""IEA""], [""IDA"", ""NAS"", ""IEA""], [""IMP""], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [""IDA"", ""IBA"", ""NAS"", ""IEA""], [""IBA"", ""NAS""], [""IMP"", ""IGI"", ""IBA"", ""IEA""], [""IDA"", ""IMP"", ""IBA"", ""IEA""], [""IMP"", ""IEA""], [""IEA""], [], [], [""IDA"", ""IMP""], [""IDA"", ""IMP""], [], [""IEA""], [], [""IDA"", ""IBA"", ""IEA""], [""ISS""], [], [""IDA""], [""IBA""], [], [], [], [], [], [], [], [], [], [""IDA"", ""IMP"", ""IBA"", ""NAS"", ""IEA""], [], [], [], [""IMP""], [""IDA"", ""IBA"", ""TAS""], [], [], [], [], [""IMP"", ""IBA"", ""TAS""], [""IMP"", ""TAS""], [""TAS""], [""IBA""], [""IDA"", ""IMP"", ""IBA"", ""NAS""], [], [], [""IMP""], [], [], [], [""IMP""], [""IMP"", ""IBA"", ""IEA""], [], [], []]",mitotic cell cycle process,GO:1903047,7.657523097903856e-30,"[""GO:0000278"", ""GO:0022402""]",0.5324675324675324,query_1,77,0.0721830985915493,True,GO:BP,568,21150,19,Mocetinostat,disease_up_drug_down,332 | 5888 | 5347 | 890 | 699 | 22974 | 26586 | 3835 | 11065 | 29127 | 6790 | 10112 | 9133 | 2305 | 991 | 9928 | 7272 | 64151 | 9787 | 55165 | 23397 | 10460 | 2146 | 27338 | 220134 | 1164 | 11130 | 56992 | 6241 | 3978 | 4085 | 80346 | 993 | 990 | 5901 | 10926 | 899 | 6491 | 8480 | 54962 | 55055,IBA | NAS | IEA | IDA | IMP | TAS | ISS | IGI | IC,1.0
"""The cell cycle process in which replicated homologous chromosomes are organized and then physically separated and apportioned to two sets during the mitotic cell cycle. Each replicated chromosome, composed of two sister chromatids, aligns at the cell equator, paired with its homologous partner. One homolog of each morphologic type goes into each of the resulting chromosome sets."" [GOC:ai, GOC:jl]",11154,10146,19,"[[""NAS""], [], [], [""IDA"", ""IMP"", ""TAS""], [], [""IMP"", ""IBA"", ""TAS"", ""IEA""], [], [], [""IDA"", ""IEA""], [], [], [], [""IMP""], [""IDA""], [""IDA"", ""IBA""], [], [], [], [], [], [], [""IDA"", ""NAS"", ""IEA""], [""IMP""], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [""IDA"", ""IBA"", ""NAS"", ""IEA""], [""NAS""], [], [""IDA"", ""IMP"", ""IBA"", ""IEA""], [], [], [], [], [], [""IDA"", ""IMP""], [], [], [], [""IDA"", ""IBA""], [""ISS""], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IBA"", ""NAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [], [], [], [""IMP"", ""IBA"", ""IEA""], [], [], []]",mitotic sister chromatid segregation,GO:0000070,7.461627510527965e-18,"[""GO:0000819"", ""GO:0140014"", ""GO:1903047""]",0.24675324675324675,query_1,77,0.13380281690140844,True,GO:BP,142,23,19,Mocetinostat,disease_up_drug_down,332 | 5347 | 699 | 22974 | 3835 | 11065 | 29127 | 991 | 9928 | 7272 | 64151 | 9787 | 23397 | 220134 | 11130 | 56992 | 4085 | 5901 | 55055,NAS | IDA | IMP | TAS | IBA | IEA | ISS,2.0
"""Any process that increases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]",11154,26925,19,"[[""NAS""], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [""IDA"", ""IMP""], [""IDA"", ""IMP""], [], [""TAS""], [], [], [], [], [""IDA""], [""IMP""], [], [""ISO"", ""IEA""], [""NAS""], [], [""ISO"", ""IEA""], [], [""IMP""], [], [], [], [""IMP""], [], [], [], [], [], [""IMP""], [""IDA""], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IEA""], [], [], [], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [""IDA"", ""IMP"", ""TAS""], [], [""IBA""], [], [""IDA"", ""NAS""], [], [], [], [], [], [], [], [], [], [], []]",positive regulation of cell cycle process,GO:0090068,3.0008307148731115e-15,"[""GO:0010564"", ""GO:0022402"", ""GO:0045787""]",0.24675324675324675,query_1,77,0.09743589743589744,True,GO:BP,195,16802,19,Mocetinostat,disease_up_drug_down,332 | 699 | 11065 | 29127 | 6790 | 991 | 9928 | 64151 | 9787 | 23397 | 2146 | 220134 | 2237 | 6241 | 4085 | 993 | 990 | 10926 | 6491,NAS | IMP | IDA | TAS | ISO | IEA | IBA,3.0
"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the spindle, the array of microtubules and associated molecules that forms between opposite poles of a eukaryotic cell during DNA segregation and serves to move the duplicated chromosomes apart."" [GOC:go_curators, GOC:mah]",11154,12640,15,"[[""IBA"", ""NAS""], [], [], [""IDA"", ""IBA"", ""TAS""], [], [], [], [], [""IDA"", ""ISS"", ""IEA""], [], [], [], [], [], [""IDA"", ""IBA""], [], [""IMP"", ""IBA"", ""IEA""], [], [""IEA""], [], [], [""IEA""], [], [""TAS""], [], [""IBA""], [], [], [""IMP"", ""IEA""], [], [], [], [], [""ISS""], [], [], [], [], [""ISS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""TAS""], [], [], [""IMP"", ""IBA"", ""NAS""], [], [], [""IMP""], [], [], [], [], [], [], [], []]",spindle organization,GO:0007051,4.659494544147759e-12,"[""GO:0000226"", ""GO:0022402""]",0.19480519480519481,query_1,77,0.09803921568627451,True,GO:BP,153,2517,19,Mocetinostat,disease_up_drug_down,332 | 5347 | 22974 | 29127 | 6790 | 9133 | 991 | 7272 | 9787 | 10460 | 220134 | 56992 | 5901 | 6491 | 8480,IBA | NAS | IDA | TAS | ISS | IEA | IMP,4.0
